Datetime,outgoing_site_id,Total Calls,Traffic,Call Dropped,weather1,weather2,weather3,weather4
2017-01-18 08:00:00,1717,617,2,64,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-18 12:00:00,1717,512,1,37,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-18 16:00:00,1717,455,2,56,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-18 20:00:00,1717,610,0,19,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-19 00:00:00,1717,532,2,54,-0.033795578714679135,0.016118516350066454,0.18850373293676562,0.34085664599292664
2017-01-19 04:00:00,1717,548,2,59,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-19 08:00:00,1717,448,1,26,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-19 12:00:00,1717,534,1,45,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-19 16:00:00,1717,540,1,40,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-19 20:00:00,1717,540,2,56,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-20 00:00:00,1717,516,1,50,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-20 04:00:00,1717,259,0,23,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-20 08:00:00,1717,515,1,34,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-20 12:00:00,1717,450,1,35,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-20 16:00:00,1717,423,0,17,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-20 20:00:00,1717,362,1,31,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-21 00:00:00,1717,272,1,32,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-21 04:00:00,1717,457,1,37,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-21 08:00:00,1717,432,2,58,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-21 12:00:00,1717,517,0,14,-0.033795578714679135,0.016118516350066454,0.18850373293676562,0.34085664599292664
2017-01-21 16:00:00,1717,418,0,25,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-21 20:00:00,1717,280,1,31,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-22 00:00:00,1717,459,1,38,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-22 04:00:00,1717,527,2,58,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-22 08:00:00,1717,312,2,60,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-22 12:00:00,1717,256,1,44,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-22 16:00:00,1717,420,1,34,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-22 20:00:00,1717,298,1,42,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-23 00:00:00,1717,572,1,52,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-23 04:00:00,1717,363,1,26,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-23 08:00:00,1717,570,2,60,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-23 12:00:00,1717,237,1,36,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-23 16:00:00,1717,347,2,62,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-23 20:00:00,1717,578,1,50,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-24 00:00:00,1717,549,2,58,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-24 04:00:00,1717,608,1,45,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-24 08:00:00,1717,440,2,56,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-24 12:00:00,1717,472,1,46,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-24 16:00:00,1717,392,1,40,-0.033795578714679135,0.016118516350066454,0.18850373293676562,0.34085664599292664
2017-01-24 20:00:00,1717,632,0,16,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-25 00:00:00,1717,291,1,51,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-25 04:00:00,1717,399,1,45,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-25 08:00:00,1717,533,1,51,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-25 12:00:00,1717,556,0,18,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-25 16:00:00,1717,397,2,63,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-25 20:00:00,1717,385,1,29,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-26 00:00:00,1717,573,1,31,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-26 04:00:00,1717,469,2,64,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-26 08:00:00,1717,400,0,13,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-26 12:00:00,1717,551,1,36,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-26 16:00:00,1717,255,1,48,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-26 20:00:00,1717,325,1,35,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-27 00:00:00,1717,463,1,32,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-27 04:00:00,1717,453,1,28,-0.03453067515720073,0.01650323638217758,0.19856926377857803,0.4165474463193885
2017-01-27 08:00:00,1717,567,1,36,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-27 12:00:00,1717,494,1,49,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-27 16:00:00,1717,638,0,19,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-27 20:00:00,1717,436,1,32,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-28 00:00:00,1717,578,2,63,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-28 04:00:00,1717,454,1,50,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-28 08:00:00,1717,310,1,35,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-28 12:00:00,1717,422,0,21,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-28 16:00:00,1717,443,2,53,-0.036101166943421324,0.01733053380550776,0.2223107063051306,0.7493491567428523
2017-01-28 20:00:00,1717,348,1,51,-0.036101166943421324,0.01733053380550776,0.2223107063051306,0.7493491567428523
2017-01-29 00:00:00,1717,589,1,45,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-29 04:00:00,1717,620,2,65,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-29 08:00:00,1717,559,0,16,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-29 12:00:00,1717,585,1,51,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-29 16:00:00,1717,565,1,40,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-29 20:00:00,1717,265,1,52,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-30 00:00:00,1717,402,2,52,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-30 04:00:00,1717,330,1,51,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-30 08:00:00,1717,338,1,48,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-30 12:00:00,1717,363,0,16,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-30 16:00:00,1717,618,2,60,-0.034530675157200784,0.016503236382177634,0.19856926377857803,0.41654744631938856
2017-01-30 20:00:00,1717,295,0,20,-0.05125290443250743,0.02570689887876699,0.9976087153842674,-0.17870611426108818
2017-01-31 00:00:00,1717,438,1,36,-0.0345306751572007,0.01650323638217755,0.19856926377857803,0.41654744631938845
2017-01-31 04:00:00,1717,241,0,20,-0.03453067515720087,0.016503236382177607,0.19856926377857798,0.41654744631938856
2017-01-31 08:00:00,1717,422,1,31,-0.0352984611881778,0.016906770627987462,0.20977036884091016,0.535449673363803
2017-01-31 12:00:00,1717,610,1,47,-0.0352984611881778,0.016906770627987462,0.20977036884091016,0.535449673363803
2017-01-01 00:00:00,1717,499,0,16,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-01 04:00:00,1717,554,1,44,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-01 08:00:00,1717,301,0,17,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-01 12:00:00,1717,514,0,16,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-01 16:00:00,1717,262,0,14,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-01 20:00:00,1717,587,0,15,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-02 00:00:00,1717,576,2,57,-0.036101166943421324,0.01733053380550776,0.2223107063051306,0.7493491567428523
2017-01-02 04:00:00,1717,544,0,16,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-02 08:00:00,1717,247,1,46,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-02 12:00:00,1717,378,1,37,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-02 16:00:00,1717,327,0,17,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-02 20:00:00,1717,642,0,15,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-03 00:00:00,1717,278,1,50,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-03 04:00:00,1717,315,1,43,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-03 08:00:00,1717,422,2,60,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-03 12:00:00,1717,626,1,44,-0.03529846118817775,0.01690677062798724,0.2097703688409103,0.5354496733638034
2017-01-03 16:00:00,1717,502,2,60,-0.03529846118817775,0.01690677062798724,0.2097703688409103,0.5354496733638034
2017-01-03 20:00:00,1717,320,2,63,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-04 00:00:00,1717,439,1,38,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-04 04:00:00,1717,496,1,51,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-04 08:00:00,1717,616,2,64,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-04 12:00:00,1717,466,1,34,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-05 04:00:00,1717,509,1,43,-0.03453067515720074,0.01650323638217755,0.19856926377857806,0.4165474463193885
2017-01-06 16:00:00,1717,581,1,39,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-06 20:00:00,1717,389,2,59,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-07 00:00:00,1717,396,1,32,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-07 04:00:00,1717,532,1,31,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-07 08:00:00,1717,540,1,29,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-07 12:00:00,1717,335,0,22,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-07 16:00:00,1717,387,1,27,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-07 20:00:00,1717,642,0,19,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-08 00:00:00,1717,343,2,57,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-08 04:00:00,1717,437,1,27,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-08 08:00:00,1717,344,0,22,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-08 12:00:00,1717,326,1,38,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-08 16:00:00,1717,406,0,20,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-08 20:00:00,1717,593,2,64,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-09 00:00:00,1717,527,2,52,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-09 04:00:00,1717,306,1,46,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-09 08:00:00,1717,605,1,34,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-09 12:00:00,1717,300,0,15,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-09 16:00:00,1717,498,2,63,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-09 20:00:00,1717,337,0,15,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-10 00:00:00,1717,605,0,25,-0.034530675157200756,0.01650323638217758,0.198569263778578,0.4165474463193886
2017-01-10 08:00:00,1717,611,0,25,-0.5337391319769023,-0.6267188121111049,-0.15320871165935476,-0.0487269674848563
2017-01-10 12:00:00,1717,550,1,32,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-10 16:00:00,1717,612,1,51,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-10 20:00:00,1717,356,0,18,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-11 00:00:00,1717,576,1,45,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-11 04:00:00,1717,585,2,58,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-11 08:00:00,1717,323,2,62,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-11 12:00:00,1717,454,2,53,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-11 16:00:00,1717,358,0,24,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-11 20:00:00,1717,395,1,32,0.7837102433326951,-0.11328899735161159,-0.12703918501076894,-0.043125744655922886
2017-01-12 00:00:00,1717,594,1,29,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-12 04:00:00,1717,284,1,43,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
2017-01-12 08:00:00,1717,285,1,39,-0.31914245709212613,0.7710478691520312,-0.16696646131230605,-0.05139717804522117
